2026-02-20 17:30:59,782 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-20 17:30:59,782 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA A10, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA A10 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,808
scalars                 : 24
total                   : 286,262,424
Estimated FLOPs per token: 8.871022e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling weight decay from 0.200000 to 0.200000 for depth 12
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 2,011
Total number of training tokens: 1,054,343,168
Tokens : Scaling params ratio: 9.58
Total training FLOPs estimate: 9.353102e+17
Tracking time-to-target using val_bpb with threshold 0.925622
Time-to-target extrapolation method: linear fit over the most recent eval points
Tokens / micro-batch / rank: 4 x 2048 = 8,192
Tokens / micro-batch: 8,192
Total batch size 524,288 => gradient accumulation steps: 64
Step 00000 | Validation bpb: 3.189063
step 00000/02011 (0.00%) | loss: 10.397866 | lrm: 1.00 | dt: 10535.74ms | tok/sec: 49,762 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00001/02011 (0.05%) | loss: 10.660215 | lrm: 1.00 | dt: 8840.81ms | tok/sec: 59,303 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002/02011 (0.10%) | loss: 10.504731 | lrm: 1.00 | dt: 8905.14ms | tok/sec: 58,874 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003/02011 (0.15%) | loss: 10.342152 | lrm: 1.00 | dt: 8858.31ms | tok/sec: 59,185 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004/02011 (0.20%) | loss: 9.945368 | lrm: 1.00 | dt: 8911.30ms | tok/sec: 58,834 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005/02011 (0.25%) | loss: 9.569470 | lrm: 1.00 | dt: 8928.20ms | tok/sec: 58,722 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006/02011 (0.30%) | loss: 9.750326 | lrm: 1.00 | dt: 8990.87ms | tok/sec: 58,313 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007/02011 (0.35%) | loss: 9.421248 | lrm: 1.00 | dt: 8955.58ms | tok/sec: 58,543 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008/02011 (0.40%) | loss: 9.162182 | lrm: 1.00 | dt: 8977.19ms | tok/sec: 58,402 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009/02011 (0.45%) | loss: 8.882313 | lrm: 1.00 | dt: 8999.08ms | tok/sec: 58,260 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010/02011 (0.50%) | loss: 8.628039 | lrm: 1.00 | dt: 8997.19ms | tok/sec: 58,272 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00011/02011 (0.55%) | loss: 8.406951 | lrm: 1.00 | dt: 8997.86ms | tok/sec: 58,268 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.15m | eta: 299.9m
step 00012/02011 (0.60%) | loss: 8.204770 | lrm: 1.00 | dt: 8998.41ms | tok/sec: 58,264 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.30m | eta: 299.8m
step 00013/02011 (0.65%) | loss: 8.050152 | lrm: 1.00 | dt: 9019.52ms | tok/sec: 58,128 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.45m | eta: 299.9m
step 00014/02011 (0.70%) | loss: 7.880107 | lrm: 1.00 | dt: 9016.87ms | tok/sec: 58,145 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.60m | eta: 299.8m
step 00015/02011 (0.75%) | loss: 7.716238 | lrm: 1.00 | dt: 9019.03ms | tok/sec: 58,131 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.75m | eta: 299.7m
step 00016/02011 (0.80%) | loss: 7.560142 | lrm: 1.00 | dt: 9021.55ms | tok/sec: 58,115 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.90m | eta: 299.7m
step 00017/02011 (0.85%) | loss: 7.427579 | lrm: 1.00 | dt: 9051.98ms | tok/sec: 57,919 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.05m | eta: 299.7m
step 00018/02011 (0.90%) | loss: 7.342404 | lrm: 1.00 | dt: 9077.87ms | tok/sec: 57,754 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.20m | eta: 299.8m
step 00019/02011 (0.94%) | loss: 7.212841 | lrm: 1.00 | dt: 9082.64ms | tok/sec: 57,724 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.35m | eta: 299.9m
step 00020/02011 (0.99%) | loss: 7.098128 | lrm: 1.00 | dt: 9107.26ms | tok/sec: 57,568 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.51m | eta: 300.0m
step 00021/02011 (1.04%) | loss: 6.993639 | lrm: 1.00 | dt: 9121.21ms | tok/sec: 57,480 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.66m | eta: 300.1m
step 00022/02011 (1.09%) | loss: 6.917873 | lrm: 1.00 | dt: 9134.73ms | tok/sec: 57,395 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.81m | eta: 300.1m
step 00023/02011 (1.14%) | loss: 6.829000 | lrm: 1.00 | dt: 9142.85ms | tok/sec: 57,344 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.96m | eta: 300.2m
step 00024/02011 (1.19%) | loss: 6.751663 | lrm: 1.00 | dt: 9151.39ms | tok/sec: 57,290 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.12m | eta: 300.3m
step 00025/02011 (1.24%) | loss: 6.679398 | lrm: 1.00 | dt: 9161.21ms | tok/sec: 57,229 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.27m | eta: 300.3m
step 00026/02011 (1.29%) | loss: 6.618011 | lrm: 1.00 | dt: 9160.83ms | tok/sec: 57,231 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.42m | eta: 300.4m
step 00027/02011 (1.34%) | loss: 6.552092 | lrm: 1.00 | dt: 9168.53ms | tok/sec: 57,183 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.57m | eta: 300.4m
step 00028/02011 (1.39%) | loss: 6.485762 | lrm: 1.00 | dt: 9176.75ms | tok/sec: 57,132 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.73m | eta: 300.4m
step 00029/02011 (1.44%) | loss: 6.467273 | lrm: 1.00 | dt: 9182.79ms | tok/sec: 57,094 | bf16_mfu: 0.00 | epoch: 1 | total time: 2.88m | eta: 300.4m
step 00030/02011 (1.49%) | loss: 6.415229 | lrm: 1.00 | dt: 9193.36ms | tok/sec: 57,028 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.03m | eta: 300.4m
step 00031/02011 (1.54%) | loss: 6.334177 | lrm: 1.00 | dt: 9186.97ms | tok/sec: 57,068 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.19m | eta: 300.4m
step 00032/02011 (1.59%) | loss: 6.289796 | lrm: 1.00 | dt: 9193.53ms | tok/sec: 57,027 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.34m | eta: 300.4m
